	AccNum	GeneName	txReads	txRPKM	cdReads	cdRPKM
109	NM_000159	GCDH	119.0	28.1124810264	96.0	32.4255978394
110	NM_000158	GBE1	73.0	10.4786134031	66.0	13.9209825717
111	NM_144648	LRGUK	0.0	-	0.0	-
112	NM_144649	TMEM71	0.0	-	0.0	-
113	NM_021020	LZTS1	609.0	49.6257098826	524.0	130.148220697
114	NM_021021	SNTB1	279.0	24.9467314634	228.0	62.7230778243
115	NM_021023	CFHR3	0.0	-	0.0	-
116	NM_001347869	ZNF174	26.0	4.07964918143	13.0	7.7105369529
117	NM_021025	TLX3	11.0	3.2774449926	11.0	5.58587371456
118	NM_021026	RFPL1	0.0	-	0.0	-
119	NM_021027	UGT1A9	0.0	-	0.0	-
120	NM_015225	PRUNE2	42.0	1.48456290466	40.0	1.92009785415
121	NM_175068	KRT73	0.0	-	0.0	-
122	NM_001143679	GSTK1	39.0	14.1506591713	36.0	18.8624171177
123	NM_152694	RTL3	0.0	-	0.0	-
124	NM_173536	GABRG1	0.0	-	0.0	-
125	NM_173537	GTF2IRD2	0.0	-	0.0	-
126	NM_173535	CLEC4F	0.0	-	0.0	-
127	NM_001297658	TSSC4	103.0	22.4050772846	71.0	31.9025713086
128	NM_001286495	FAM214A	7.0	0.736313713057	7.0	0.957524813197
129	NM_023009	MARCKSL1	1875.0	533.97727716	1436.0	1086.37471197
130	NM_173531	ZNF100	40.0	3.98065924259	24.0	6.55379256515
131	NM_001286499	PIF1	17.0	2.78741518471	16.0	4.02796758673
132	NM_001297656	KIF2C	334.0	49.5584109073	320.0	70.6093127555
133	NM_001297650	CD163L1	0.0	-	0.0	-
134	NM_173538	CNBD1	0.0	-	0.0	-
135	NM_006885	ZFHX3	329.0	9.1116873707	320.0	12.81032888
136	NM_001001952	OR5D18	0.0	-	0.0	-
137	NM_001001953	OR10G9	0.0	-	0.0	-
138	NM_002226	JAG2	290.0	22.108520035	274.0	32.7914435508
139	NM_001001957	OR2W3	0.0	-	0.0	-
140	NM_001001954	OR5A2	0.0	-	0.0	-
141	NM_001001955	OR4C13	0.0	-	0.0	-
142	NM_001282864	SLC2A11	17.0	2.31686807479	13.0	3.596332534
143	NM_001001958	OR7G3	0.0	-	0.0	-
144	NM_001001959	OR11L1	0.0	-	0.0	-
145	NM_152695	ZNF449	9.0	0.986338515209	5.0	1.42851210777
146	NM_015259	ICOSLG	25.0	3.36692908234	23.0	11.2555439145
147	NM_001282862	RASGEF1A	1.0	0.136202899681	1.0	0.302611340381
148	NM_001170700	DTHD1	0.0	-	0.0	-
149	NM_001319119	DNPEP	250.0	27.4591771827	160.0	50.2642565378
150	NM_001193653	C17orf62	192.0	35.2784075626	122.0	96.2239677019
151	NM_012184	FOXD4L1	0.0	-	0.0	-
152	NM_006272	S100B	0.0	-	0.0	-
153	NM_182976	ZNF326	179.0	8.17432727588	123.0	31.2836800767
154	NM_006270	RRAS	56.0	25.2646709332	53.0	35.8850068935
155	NM_006271	S100A1	6.0	4.49331990262	6.0	9.36502463915
156	NM_003356	UCP3	5.0	0.917193134762	2.0	0.947473206303
157	NM_003357	SCGB1A1	0.0	-	0.0	-
158	NM_006274	CCL19	0.0	-	0.0	-
159	NM_003355	UCP2	207.0	55.9426517402	113.0	54.0502900544
160	NM_001002030	ECHDC1	85.0	16.1655780165	65.0	31.9144741428
161	NM_001170704	MBNL3	29.0	1.11865430458	14.0	8.01511117765
162	NM_003358	UGCG	600.0	66.5262218882	401.0	150.531904484
163	NM_003359	UGDH	166.0	23.1121187104	127.0	38.0434418422
164	NM_001002034	FAM109B	0.0	-	0.0	-
165	NM_001145006	MUC7	0.0	-	0.0	-
166	NM_001002036	ASTL	0.0	-	0.0	-
167	NM_001042507	LGALS7B	0.0	-	0.0	-
168	NM_001324080	FAM177B	0.0	-	0.0	-
169	NM_004813	PEX16	68.0	15.8537890904	68.0	29.9199105682
170	NM_004814	SNRNP40	477.0	130.657663646	454.0	188.041672573
171	NM_004815	ARHGAP29	56.0	2.7323643238	44.0	5.16981022076
172	NM_020199	C5orf15	115.0	22.427201706	109.0	60.7611717659
173	NM_004817	TJP2	153.0	14.4042998021	135.0	16.8075064368
174	NM_004818	DDX23	169.0	23.0112443498	125.0	22.576059194
175	NM_020196	XAB2	760.0	127.336116562	736.0	127.492703031
176	NM_020195	SDR39U1	79.0	28.5477294544	75.0	37.8264175476
177	NM_001330724	CDKL2	1.0	0.0898845565487	0.0	-
178	NM_014314	DDX58	36.0	3.36715562089	35.0	5.60451888502
179	NM_020191	MRPS22	149.0	59.0739410727	140.0	57.5045372579
180	NM_001356505	CRYZL2P-SEC16B	0.0	-	0.0	-
181	NM_001303098	TMEM198	51.0	9.41750609727	36.0	14.7868810092
182	NM_032968	PCDH11X	0.0	-	0.0	-
183	NM_005663	NELFA	167.0	30.1005097042	162.0	44.4838670359
184	NM_001278267	NBPF20	0.0	-	0.0	-
185	NM_032961	PCDH10	152.0	8.02652871494	122.0	17.3776233698
186	NM_001100817	ELOA3B	0.0	-	0.0	-
187	NM_001199654	PMF1	0.0	-	0.0	-
188	NM_032965	CCL15	0.0	-	0.0	-
189	NM_001303095	ISG20L2	109.0	17.8066158903	76.0	31.8340291406
190	NM_001303096	WDR75	306.0	49.8245362848	202.0	39.0514608486
191	NM_014313	TMEM50A	125.0	24.1550103366	79.0	74.1397783932
192	NM_003688	CASK	75.0	4.02156464283	68.0	10.9360193725
193	NM_003689	AKR7A2	133.0	22.590127208	132.0	54.3691708217
194	NM_014310	RASD2	0.0	-	0.0	-
195	NM_003680	YARS	365.0	52.0905083995	287.0	80.446564835
196	NM_003681	PDXK	221.0	13.319244838	168.0	79.5877493295
197	NM_003682	MADD	155.0	11.4611027104	147.0	13.2263925046
198	NM_005667	RNF103	0.0	-	0.0	-
199	NM_003684	MKNK1	60.0	9.49833459842	41.0	13.0460554254
200	NM_003685	KHSRP	1135.0	155.351351033	1099.0	228.875327118
201	NM_003687	PDLIM4	347.0	67.2588316404	318.0	142.455888393
202	NM_006416	SLC35A1	22.0	5.13454918568	21.0	9.21263518496
203	NM_006417	IFI44	141.0	36.3396596296	99.0	32.9880362289
204	NM_003175	XCL2	0.0	-	0.0	-
205	NM_003172	SURF1	70.0	29.8549443194	65.0	32.0205022961
206	NM_001324229	STOML1	22.0	4.17154763338	11.0	6.71224331132
207	NM_006411	AGPAT1	132.0	26.0162625111	96.0	50.1226670828
208	NM_001128844	SMARCA4	2000.0	154.190180367	1882.0	169.333814243
209	NM_001127325	MAD2L2	237.0	91.5162889542	183.0	127.996032509
210	NM_001127322	CBX5	218.0	8.28703043397	149.0	115.071114381
211	NM_001127323	GRM8	1.0	0.11524317885	1.0	0.163123824848
212	NM_006418	OLFM4	0.0	-	0.0	-
213	NM_006419	CXCL13	0.0	-	0.0	-
214	NM_001308174	PLD4	0.0	-	0.0	-
215	NM_002460	IRF4	2.0	0.167012829119	2.0	0.656104233568
216	NM_002889	RARRES2	0.0	-	0.0	-
217	NM_001098398	COPA	522.0	40.9823130829	500.0	60.0808576931
218	NM_001257360	AMPD2	607.0	65.7135733532	487.0	82.0592547216
219	NM_002887	RARS	214.0	44.5254796337	203.0	45.5381997393
220	NM_002886	RAP2B	123.0	6.50364393845	80.0	64.4693725159
221	NM_002881	RALB	128.0	25.1832595338	92.0	65.9020252384
222	NM_001346791	TSR2	93.0	9.82426890131	42.0	64.2035194333
223	NM_024298	MBOAT7	341.0	58.3647505166	256.0	80.252783377
224	NM_024299	PPDPF	310.0	168.995083102	164.0	211.459541852
225	NM_001323684	NRSN2	118.0	21.1061371542	84.0	60.7584525369
226	NM_024292	UBL5	294.0	251.989535811	238.0	476.89911507
227	NM_024293	RETREG2	122.0	11.6936689903	114.0	31.0732894736
228	NM_024294	C6orf106	121.0	12.1529643517	72.0	35.7061140088
229	NM_002014	FKBP4	326.0	38.7643428327	286.0	92.1912026977
230	NM_024297	PHF23	81.0	17.6887247418	56.0	20.5536019308
231	NM_003433	ZNF132	0.0	-	0.0	-
232	NM_001077269	WIPF1	243.0	23.2514082378	133.0	39.1293274853
233	NM_032505	KBTBD8	2.0	0.190020790414	2.0	0.492623112247
234	NM_032504	UNC80	27.0	0.88561009436	27.0	1.22845904671
235	NM_032501	ACSS1	47.0	5.67827743262	41.0	8.81081424383
236	NM_001469	XRCC6	394.0	77.5172207526	353.0	85.8076779436
237	NM_001081552	SPAG11A	0.0	-	0.0	-
238	NM_005250	FOXL1	0.0	-	0.0	-
239	NM_032508	TMEM185A	45.0	7.11615363177	27.0	11.4061197528
240	NM_001355219	OR10G6	0.0	-	0.0	-
241	NM_031963	KRTAP9-8	0.0	-	0.0	-
242	NM_002010	FGF9	3.0	0.294595145933	3.0	2.12841469071
243	NM_001004195	OR4F4	0.0	-	0.0	-
244	NM_004104	FASN	4865.0	255.869015287	4770.0	281.565878134
245	NM_001077268	ZFYVE19	34.0	6.65398803001	27.0	8.48209329075
246	NM_001303115	TUBA1C	391.0	90.0268737632	385.0	137.560552681
247	NM_002087	GRN	853.0	161.742278694	770.0	192.214240279
248	NM_002086	GRB2	677.0	91.1764395499	312.0	212.216613382
249	NM_002081	GPC1	2158.0	260.434576949	1934.0	513.010130277
250	NM_002080	GOT2	177.0	31.9806842622	161.0	55.3898112358
251	NM_001010893	SLC10A5	0.0	-	0.0	-
252	NM_003014	SFRP4	0.0	-	0.0	-
253	NM_001104595	FAM118A	50.0	6.39136020631	38.0	15.7391708321
254	NM_001282136	MEI4	0.0	-	0.0	-
255	NM_002089	CXCL2	1.0	0.369774455827	1.0	1.37295885913
256	NM_002088	GRIK5	49.0	6.16957114283	45.0	6.80181453149
257	NM_001329684	OARD1	36.0	11.222279	24.0	23.2595383194
258	NM_001288726	ELP4	47.0	7.57515127061	40.0	11.0656385662
259	NM_006536	CLCA2	0.0	-	0.0	-
260	NM_014008	CCDC22	65.0	12.4685267673	58.0	13.6946087478
261	NM_014009	FOXP3	1.0	0.186750071519	1.0	0.343239714784
262	NM_001284223	LRIT2	0.0	-	0.0	-
263	NM_014007	ZBTB43	30.0	2.23462158586	19.0	6.0198965362
264	NM_001461	FMO5	0.0	-	0.0	-
265	NM_014002	IKBKE	32.0	4.09753524799	19.0	3.92930485208
266	NM_014003	DHX38	211.0	21.073408048	175.0	21.1310443303
267	NM_014000	VCL	979.0	79.3833500332	918.0	119.930073242
268	NM_001282187	CYSLTR1	0.0	-	0.0	-
269	NM_015351	TTC9	55.0	4.68969271033	29.0	19.2829916897
270	NM_018230	NUP133	166.0	17.7082060623	151.0	19.3519559851
271	NM_001319240	LOC100287896	7.0	1.25863811339	2.0	0.754603342425
272	NM_015352	POFUT1	250.0	21.3086161314	229.0	87.2905360003
273	NM_015355	SUZ12	67.0	6.6246256755	56.0	11.2211556487
274	NM_015354	NUP188	636.0	49.6782079629	622.0	52.7027910407
275	NM_005006	NDUFS1	372.0	47.6475627336	345.0	70.2698449057
276	NM_000330	RS1	0.0	-	0.0	-
277	NM_005642	TAF7	228.0	44.1931228069	153.0	64.8193491095
278	NM_018238	AGK	64.0	9.73322218906	64.0	22.4347319961
279	NM_006532	ELL	184.0	20.3253825046	154.0	36.712301841
280	NM_000333	ATXN7	31.0	1.90865035033	30.0	4.98139608465
281	NM_002229	JUNB	74.0	18.1266859067	47.0	20.0262619798
282	NM_002228	JUN	648.0	86.7455487189	277.0	123.715172379
283	NM_002559	P2RX3	0.0	-	0.0	-
284	NM_002558	P2RX1	0.0	-	0.0	-
285	NM_133372	FNIP1	38.0	2.55577101204	32.0	4.06593471908
286	NM_001009954	ERCC6L	64.0	6.52076841571	42.0	5.52104732716
287	NM_001080495	TNRC18	563.0	23.6938667372	528.0	26.3696887785
288	NM_002221	ITPKB	32.0	2.3101002031	24.0	3.75787683514
289	NM_001080448	EPHA6	0.0	-	0.0	-
290	NM_002551	OR3A2	0.0	-	0.0	-
291	NM_002550	OR3A1	0.0	-	0.0	-
292	NM_002557	OVGP1	1.0	0.198411538965	1.0	0.2183793178
293	NM_002556	OSBP	152.0	13.302277768	144.0	26.4260596253
294	NM_001113756	TYMP	4.0	0.965466457644	4.0	1.22798804792
295	NM_001317946	SMARCB1	612.0	154.506961555	530.0	198.957379992
296	NM_001039469	MARK2	210.0	19.7538847062	135.0	25.3710268266
297	NM_001004063	OR4K1	0.0	-	0.0	-
298	NM_007001	SLC35D2	27.0	7.38661998752	21.0	9.21263518496
299	NM_001004064	OR8J3	0.0	-	0.0	-
300	NM_001004067	NOMO3	5.0	0.51533673582	5.0	0.606212415317
301	NM_001323027	IQCG	5.0	0.937686910538	4.0	1.33585186294
302	NM_003019	SFTPD	0.0	-	0.0	-
303	NM_000488	SERPINC1	0.0	-	0.0	-
304	NM_001039465	SRSF5	459.0	123.67107795	260.0	141.218625511
305	NM_001039464	MROH7	0.0	-	0.0	-
306	NM_000487	ARSA	30.0	3.09273698975	24.0	6.97786149583
307	NM_001256369	CCR9	0.0	-	0.0	-
308	NM_001291978	NOP14	161.0	19.5948087354	151.0	26.0958194344
309	NM_001163560	MEIOB	0.0	-	0.0	-
310	NM_000338	SLC12A1	0.0	-	0.0	-
311	NM_005686	SOX13	72.0	7.86358562874	45.0	10.710401373
312	NM_005687	FARSB	396.0	71.0306909122	328.0	82.433380722
313	NM_005684	GPR52	0.0	-	0.0	-
314	NM_001348913	DYNC2LI1	83.0	16.9832611039	44.0	17.3981346629
315	NM_005683	GPR55	0.0	-	0.0	-
316	NM_005680	TAF1B	42.0	8.12667427364	32.0	8.05593517346
317	NM_001318966	EIF2B4	110.0	26.989660088	100.0	29.131543573
318	NM_033108	HSFY1	0.0	-	0.0	-
319	NM_033109	PNPT1	225.0	21.697095346	198.0	37.4481533721
320	NM_001130009	GEN1	23.0	1.48236589659	19.0	3.0993526721
321	NM_000484	APP	1494.0	182.931179058	1344.0	258.479538678
322	NM_018050	MANSC1	3.0	0.580982155454	2.0	0.686479429567
323	NM_018053	XKR8	37.0	6.11405304729	34.0	12.7310730574
324	NM_018052	VAC14	286.0	40.8554462822	243.0	46.0177934855
325	NM_001177701	IFT27	47.0	19.076110864	25.0	19.8234701586
326	NM_001130002	PQLC2L	0.0	-	0.0	-
327	NM_033102	SLC45A3	29.0	3.81440610302	16.0	4.28244207326
328	NM_033103	RHPN2	36.0	4.53531354657	31.0	6.6909261432
329	NM_033104	STON2	77.0	2.64662166726	55.0	9.00151834796
330	NM_018058	CRTAC1	0.0	-	0.0	-
331	NM_033106	GALP	0.0	-	0.0	-
332	NM_033107	GTPBP10	241.0	14.2145478065	136.0	51.9742776365
333	NM_002592	PCNA	1171.0	384.432533573	857.0	485.021298344
334	NM_001206651	SH3GLB1	288.0	19.819544719	237.0	88.9677340719
335	NM_001199085	TDRD5	0.0	-	0.0	-
336	NM_001300761	TTC29	0.0	-	0.0	-
337	NM_001349205	LPIN1	55.0	4.16232168591	52.0	8.31773134077
338	NM_001242853	DEFB131B	0.0	-	0.0	-
339	NM_004586	RPS6KA3	108.0	6.23120316457	105.0	21.0112732289
340	NM_001287045	SH3GLB2	153.0	29.5272523059	119.0	43.5685611299
341	NM_001199206	IZUMO1R	0.0	-	0.0	-
342	NM_006542	SPHAR	0.0	-	0.0	-
343	NM_005641	TAF6	1157.0	186.342629111	892.0	195.081658781
344	NM_001001557	GDF6	0.0	-	0.0	-
345	NM_001353361	GPR137C	7.0	0.791125684074	7.0	2.32725761772
346	NM_013237	PRELID1	93.0	32.4980332627	34.0	22.9159315034
347	NM_001353366	NOM1	67.0	4.90200508455	65.0	11.1811730755
348	NM_016034	MRPS2	284.0	83.6096508154	262.0	130.805534943
349	NM_001300813	SEC24B	109.0	10.0263472021	104.0	11.8714964633
350	NM_001012968	SPIN4	84.0	9.08717128166	49.0	29.0627931301
351	NM_001256182	ANKRD11	284.0	13.4670272233	224.0	12.4679507208
352	NM_001324188	LRRN1	3.0	0.213796220935	2.0	0.413611037061
353	NM_004322	BAD	133.0	48.3362280701	121.0	106.164653084
354	NM_080817	GPR82	0.0	-	0.0	-
355	NM_001142353	PPP3CB	74.0	9.33316178242	60.0	16.9140178844
356	NM_018292	QRSL1	52.0	5.61719544893	30.0	8.40904858902
357	NM_033360	KRAS	48.0	3.62578641149	37.0	28.8754926374
358	NM_134442	CREB1	111.0	4.83709761069	98.0	42.4894636406
359	NM_079834	SCAMP4	220.0	36.3808577989	199.0	128.294051307
360	NM_001270399	TUBA1A	652.0	117.138454392	386.0	126.628117079
361	NM_012377	OR7C2	0.0	-	0.0	-
362	NM_012374	OR4D1	0.0	-	0.0	-
363	NM_012375	OR52A1	0.0	-	0.0	-
364	NM_000138	FBN1	131.0	4.98280169449	113.0	5.83411905184
365	NM_001270393	PKIB	2.0	0.445730130621	0.0	-
366	NM_012378	OR8B8	0.0	-	0.0	-
367	NM_001270396	GLIPR1L2	0.0	-	0.0	-
368	NM_005647	TBL1X	64.0	4.98157041172	39.0	10.0050219977
369	NM_014911	AAK1	215.0	4.49754592651	119.0	18.3422736565
370	NM_014912	CPEB3	19.0	1.43911710145	9.0	1.90917884274
371	NM_014913	ADNP2	245.0	20.2311999699	189.0	24.756922467
372	NM_014915	ANKRD26	34.0	2.23108346249	33.0	2.85986287198
373	NM_014916	LMTK2	462.0	22.9754573176	358.0	35.2952668415
374	NM_001323949	MBD1	178.0	23.8857566588	84.0	26.9599194157
375	NM_005022	PFN1	2634.0	858.391983683	1666.0	1752.01235182
376	NM_005023	PGGT1B	41.0	6.68807681875	38.0	14.9064104706
377	NM_005021	ENPP3	0.0	-	0.0	-
378	NM_005027	PIK3R2	296.0	33.2002638493	138.0	28.0693811201
379	NM_005024	SERPINB10	0.0	-	0.0	-
380	NM_005025	SERPINI1	76.0	17.7003868834	64.0	23.0897606675
381	NM_001005333	MAGED1	1202.0	183.618159949	1110.0	197.114141357
382	NM_001185098	INS	0.0	-	0.0	-
383	NM_004328	BCS1L	89.0	23.8067598689	81.0	28.596771666
384	NM_001185095	AIF1L	18.0	2.27797896628	13.0	10.8905889165
385	NM_001005338	OR5H1	0.0	-	0.0	-
386	NM_001005339	RGS10	100.0	49.2078175176	79.0	64.3631043194
387	NM_177400	NKX6-2	1.0	0.436544328125	0.0	-
388	NM_177401	MIDN	765.0	89.7183186989	490.0	154.918939926
389	NM_022778	CEP85	83.0	9.26282228797	72.0	13.9923041791
390	NM_001163857	TEX33	0.0	-	0.0	-
391	NM_001287435	CEBPA	76.0	12.8497677489	42.0	18.0514243044
392	NM_020899	ZBTB4	31.0	2.32076721325	27.0	3.94827222213
393	NM_012188	FOXI1	0.0	-	0.0	-
394	NM_014371	AKAP8L	237.0	47.6397491528	171.0	39.1898055804
395	NM_001002814	RAB11FIP1	28.0	1.58547387603	27.0	3.11802806327
396	NM_001042693	SHISAL2A	0.0	-	0.0	-
397	NM_130773	CNTNAP5	0.0	-	0.0	-
398	NM_022917	NOL6	222.0	20.3491005192	191.0	24.6917134666
399	NM_001316951	GPALPP1	49.0	9.84067487477	28.0	12.1754474781
400	NM_001042697	ZSWIM7	43.0	9.53067405354	31.0	32.6004699318
401	NM_001206977	NR1H4	0.0	-	0.0	-
402	NM_001856	COL16A1	10.0	0.796630856661	10.0	0.923860166894
403	NM_001855	COL15A1	89.0	7.30185202176	83.0	8.86047747536
404	NM_001853	COL9A3	191.0	34.1908193314	184.0	39.8298371514
405	NM_001852	COL9A2	159.0	24.9838744568	153.0	32.8793799831
406	NM_001851	COL9A1	3.0	0.352859865436	2.0	0.321647628604
407	NM_001171623	VEGFA	96.0	11.6647124705	39.0	24.8193249557
408	NM_001322811	GDPGP1	5.0	1.5130567019	5.0	1.92071964749
409	NM_001859	SLC31A1	121.0	11.2652739878	107.0	83.0676051107
410	NM_001858	COL19A1	275.0	14.0207030772	218.0	28.2807903582
411	NM_004442	EPHB2	8.0	0.32237606331	7.0	1.05056366144
412	NM_013233	STK39	113.0	15.3533200216	76.0	20.639645267
413	NM_001348002	CCDC171	4.0	0.262557869476	2.0	0.238775453762
414	NM_001111298	PPIL6	1.0	0.105762879306	0.0	-
415	NM_148962	OXER1	7.0	1.76623408537	6.0	2.0982956149
416	NM_001288645	ZNF286A	6.0	0.476272666338	2.0	0.723314911154
417	NM_001331076	GPR142	0.0	-	0.0	-
418	NM_001354609	BRAF	30.0	1.37635727215	27.0	5.21295316827
419	NM_001350989	SFXN2	24.0	3.97769302855	18.0	8.26325703454
420	NM_182663	RASSF5	11.0	1.34577155499	9.0	3.18500241307
421	NM_206862	TACC2	299.0	13.7176941458	293.0	14.7324212067
422	NM_001204517	KIFAP3	55.0	5.95862807349	49.0	9.64900170324
423	NM_153261	CNEP1R1	28.0	5.74250012451	10.0	10.3691997753
424	NM_001354602	TMEM269	0.0	-	0.0	-
425	NM_001354357	C6orf52	0.0	-	0.0	-
